528,0,,,,,,,
559.40,100,,,,,,,
592.66,200,,,,,,,
627.90,300,,,,,,,
665.24,400,,,,,,,
704.80,500,,,,,,,
746.70,600,,,,,,,
791.11,700,,,,,,,
838.15,800,,,,,,,
887.99,900,,,,,,,
940.79,1000,,,,,,,
996.73,1100,12,,,,,,
1056,1200,1.059463,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
